Student_ID,Institution_Key,Faculty_Key,Level_Key,Domicile_Key,Time_Key,Student_Profile_Key,Entry_Points,Attendance_Rate,Year_of_Study,Progression_Flag,Completion_Flag,Risk_Score
32,7,4,2,3,26,6,418,84.41043247614492,2,1,0,16.0
33,13,7,2,2,26,2,461,78.05567063874875,1,1,0,27.0
34,14,4,1,2,5,13,375,82.13109467029503,2,1,0,19.0
35,1,1,2,2,5,9,344,96.48534535990088,2,1,0,10.0
36,8,7,2,2,1,4,398,82.60197889423254,1,1,0,32.0
37,9,3,2,1,9,7,309,78.02677943442595,1,0,0,27.0
38,2,2,2,3,2,10,270,82.80998720176476,1,1,0,40.0
39,11,6,2,2,2,5,422,92.93603808102964,1,0,0,18.0
40,6,3,2,2,1,7,410,87.74234999266989,1,1,0,18.0
41,5,7,2,2,17,9,378,87.46498015065997,2,1,0,10.0
42,11,5,2,2,17,12,371,89.13877167813776,1,1,0,23.0
43,11,4,2,1,1,3,579,100.0,3,1,0,15.0
44,12,5,2,2,17,4,354,97.73418372510932,2,1,0,15.0
45,5,3,2,3,5,16,248,94.3467639949119,3,0,0,32.0
46,9,6,2,2,2,7,414,100.0,4,1,1,10.0
47,7,5,2,2,1,17,440,76.44923892753239,1,1,0,18.0
48,3,7,2,2,2,18,373,93.67616585490858,1,1,0,23.0
49,9,1,2,1,26,9,293,83.2681316728125,1,0,0,43.0
50,7,3,2,3,5,7,481,91.18004977396292,1,1,0,24.0
51,10,7,2,3,3,5,462,75.07098829532772,1,1,0,24.0
52,6,6,2,2,5,14,436,77.08072859375474,3,1,0,15.0
53,1,2,2,2,1,5,513,81.35091811069859,4,1,1,10.0
54,14,6,1,2,3,2,482,95.64098141632866,3,1,0,10.0
55,14,4,2,2,26,5,414,72.59156704803436,2,1,0,10.0
56,1,5,2,2,1,12,384,75.08842980449151,1,1,0,23.0
57,12,5,2,3,9,10,366,89.87941670302536,1,0,0,33.0
58,5,6,2,2,2,3,478,83.81742522679674,1,1,0,23.0
59,14,3,2,2,26,5,344,75.55218487436231,3,1,0,19.0
60,6,3,2,2,2,6,485,71.87138481701076,2,0,0,10.0
61,11,1,1,2,17,19,291,86.206328253067,1,0,0,34.0
62,1,7,1,2,9,7,386,72.90302858310972,4,1,1,10.0
63,13,3,2,2,9,6,423,79.13243588043936,3,1,0,10.0
64,7,7,2,2,26,11,361,81.55162882982164,2,1,0,15.0
65,12,3,2,1,9,11,545,66.2935424755022,3,1,0,15.0
66,3,4,1,3,3,3,526,73.7057933411095,3,0,0,21.0
67,9,3,2,3,9,10,433,76.39117838031687,3,1,0,16.0
68,8,2,1,2,2,10,341,81.77486738605106,3,1,0,10.0
69,14,4,2,2,2,15,411,79.21388242656359,2,1,0,10.0
70,12,5,2,2,1,20,422,74.25849929896546,3,1,0,10.0
71,9,4,2,2,2,2,475,71.23080393685468,4,1,1,10.0
72,3,1,2,2,1,11,359,82.30613240621939,2,1,0,15.0
73,11,2,2,3,2,10,402,77.63647796105263,2,1,0,16.0
74,5,4,2,2,3,15,514,85.78015850782533,3,1,0,10.0
75,2,2,1,2,1,7,413,73.17141366206702,2,1,0,10.0
76,9,1,2,1,5,2,397,78.25799926031027,2,1,0,10.0
77,4,3,2,2,17,2,441,73.82171809420612,1,1,0,18.0
78,1,5,2,2,26,15,324,72.65191104837153,1,1,0,18.0
79,7,4,2,2,2,15,361,78.058531584631,1,0,0,18.0
80,13,7,2,3,9,2,453,86.24654740757609,2,1,0,25.0
81,14,4,2,1,2,5,461,74.6611854704466,1,1,0,27.0
82,9,4,2,2,9,7,404,78.43328785891097,3,1,0,10.0
83,13,6,1,3,17,2,438,79.34855371551357,1,1,0,24.0
84,3,2,2,2,17,19,429,79.0554929335861,1,1,0,18.0
85,7,5,2,3,17,7,445,87.80523635462961,1,1,0,24.0
86,5,7,2,2,9,12,362,99.37632312696496,2,1,0,15.0
87,7,4,2,2,2,2,359,76.34886305174281,2,1,0,10.0
88,3,3,1,3,17,11,428,95.53197914577233,1,1,0,29.0
89,5,5,1,2,3,8,225,94.2522639980502,3,1,0,26.0
90,8,6,2,2,1,5,367,67.88852232187695,1,0,0,18.0
91,14,1,2,2,9,6,500,65.39662427394545,1,1,0,27.0
92,7,8,2,2,9,17,365,78.88237177527479,1,1,0,18.0
93,12,2,2,2,2,18,349,78.7250963504896,2,0,0,15.0
94,9,7,2,2,9,2,379,91.38652892411216,4,1,0,10.0
95,14,5,2,2,9,6,554,68.03789522648785,3,0,0,10.0
96,8,4,1,2,17,5,459,82.19855224383534,2,1,0,10.0
97,14,4,2,2,2,4,397,80.02874103651777,1,1,0,23.0
98,5,5,2,2,17,6,200,76.0207630115057,1,0,0,34.0
99,4,4,1,2,1,21,379,93.38787006601284,3,0,0,15.0
100,14,2,1,2,1,2,324,85.4990857575559,2,1,0,10.0
101,3,5,1,2,17,12,340,85.91628683227825,4,1,1,15.0
102,3,4,2,2,1,7,237,74.03582129360727,1,1,0,34.0
103,3,4,2,2,2,2,602,83.6149447381198,3,0,0,10.0
104,4,6,2,2,26,5,200,81.79815852322962,3,1,0,26.0
105,11,7,2,3,17,2,489,71.229601880539,2,1,0,16.0
106,4,5,2,2,3,7,491,89.48100387009262,1,0,0,18.0
107,5,6,2,2,3,6,475,84.99262086032667,1,1,0,18.0
108,3,7,2,2,9,1,625,71.7811976816431,1,0,0,18.0
109,1,3,2,1,1,7,393,91.06666099823684,2,1,0,10.0
110,4,4,1,2,3,17,392,96.86723095838752,4,1,1,19.0
111,7,4,2,2,9,17,486,81.31077377165548,1,0,0,18.0
112,15,3,1,2,26,5,441,72.88674687304888,2,0,0,10.0
113,7,2,2,2,2,13,518,78.95009121372506,3,1,0,10.0
114,4,1,2,2,2,8,454,72.0297321861576,1,1,0,18.0
115,8,5,2,2,2,20,379,81.23141891635548,3,1,0,10.0
116,4,4,2,2,3,18,274,73.39843409747294,4,0,0,40.0
117,9,2,2,2,26,12,456,81.728893153709,1,1,0,23.0
118,3,2,2,1,3,22,304,95.85152205274876,1,1,0,18.0
119,1,4,2,2,1,2,435,83.97333086890634,2,1,0,10.0
120,15,4,2,2,3,12,278,89.04867789845349,4,1,1,31.0
121,1,3,2,1,26,17,379,81.19874322023857,2,1,0,10.0
122,10,4,2,2,26,13,360,90.45522900507024,1,0,0,18.0
123,9,2,2,3,1,6,322,73.53235232547675,4,1,1,16.0
124,12,5,2,2,26,1,483,84.03384740703413,1,0,0,18.0
125,3,4,2,2,26,7,565,78.47281909448444,3,1,0,10.0
126,5,5,2,2,2,16,476,89.63957552346254,2,1,0,19.0
127,4,4,2,2,1,18,406,78.53244659520313,3,1,0,15.0
128,1,7,2,2,5,18,378,75.83247803492338,1,1,0,23.0
129,16,5,1,2,5,1,312,82.55920161024319,1,1,0,18.0
130,3,2,1,1,26,17,385,86.13385281106137,1,1,0,18.0
131,8,3,2,3,5,18,418,66.97127163567617,1,0,0,29.0
132,3,7,1,2,5,6,275,82.84501503430296,2,0,0,35.0
133,12,1,2,2,26,18,454,92.79453492031902,4,1,1,15.0
134,12,6,2,1,5,13,406,92.19614180862384,3,1,0,10.0
135,7,3,2,2,3,23,458,86.64380176518529,4,1,1,10.0
136,2,6,2,2,9,19,509,85.51755463290809,3,0,0,19.0
137,12,5,2,2,1,10,401,80.9102798504509,2,1,0,10.0
138,4,5,2,2,9,23,341,78.73519073323581,1,1,0,18.0
139,11,4,2,2,26,17,428,83.58976747183064,4,1,1,10.0
140,7,1,1,2,2,7,374,80.15549195146032,1,1,0,18.0
141,7,5,2,2,1,6,448,91.30738941409425,3,1,0,10.0
142,2,4,2,2,26,18,308,84.25125100623232,2,0,0,15.0
143,7,6,2,1,2,2,361,68.1591809040519,1,0,0,18.0
144,7,2,2,2,9,1,273,94.97666976699132,4,0,0,26.0
145,1,5,2,2,26,8,404,95.32920605452756,4,1,1,10.0
146,8,4,2,2,1,6,409,92.61490021789378,3,1,0,19.0
147,10,2,2,2,1,6,300,75.8418207163395,2,1,0,10.0
148,2,5,1,1,17,1,323,69.17744984331023,1,1,0,18.0
149,7,3,2,2,3,23,516,86.75570931855383,1,1,0,27.0
150,1,8,2,2,5,2,399,68.65477158111806,3,1,0,10.0
151,4,4,1,2,2,10,398,67.8233530506008,4,1,1,10.0
152,11,4,2,1,17,20,287,71.7656180612844,1,0,0,34.0
153,6,5,1,2,5,14,481,72.88622748982604,2,1,0,15.0
154,12,5,2,2,5,8,438,83.89462365251934,2,1,0,10.0
155,9,7,2,2,26,7,425,81.5000720679856,4,1,1,10.0
156,1,4,2,2,5,2,416,83.13094878548384,3,1,0,10.0
157,2,5,2,2,3,1,410,76.98014228860575,2,1,0,10.0
158,12,2,2,2,1,18,409,89.19357246083312,3,1,0,15.0
159,11,4,2,2,17,7,378,61.96898351927,1,1,0,46.0
160,13,5,1,2,5,2,455,91.9752772417165,1,1,0,18.0
161,11,3,2,1,26,7,295,77.02238913269318,1,0,0,34.0
162,1,5,1,2,3,6,381,67.22671972510138,4,1,1,10.0
163,1,5,2,2,9,9,228,79.1890939234604,1,1,0,34.0
164,10,3,1,3,1,7,306,96.20178885466558,2,0,0,25.0
165,11,5,2,3,1,13,481,97.98152326695846,1,1,0,24.0
166,11,3,2,2,17,15,419,79.1481447110727,4,1,1,10.0
167,14,7,2,2,1,7,520,82.18512576430878,2,1,0,10.0
168,6,4,2,1,5,23,348,87.24793179540633,4,1,1,19.0
169,5,7,1,2,26,23,576,98.31669033777688,1,1,0,18.0
170,5,4,2,2,1,15,331,84.24672790014502,3,1,0,10.0
171,6,1,1,2,1,17,335,90.20532992312444,1,1,0,18.0
172,7,5,2,2,9,1,469,83.54689092493,3,0,0,10.0
173,5,1,1,3,9,17,564,91.9527141092605,2,1,0,16.0
174,7,4,2,2,2,10,421,84.55113073174586,1,1,0,18.0
175,7,2,2,2,3,6,485,85.7610539463637,2,0,0,19.0
176,12,4,2,2,5,18,625,81.87234864321118,3,0,0,15.0
177,5,4,1,1,1,15,447,79.19266331821402,2,1,0,10.0
178,2,3,2,2,1,5,500,86.51980694281379,1,1,0,18.0
179,5,3,2,2,26,23,489,99.63747067368304,2,1,0,19.0
180,8,5,2,2,2,6,356,75.73151036927308,1,1,0,27.0
181,9,5,2,2,3,18,355,84.33254404865265,3,1,0,15.0
182,5,1,1,2,2,19,516,84.57826546880025,2,1,0,19.0
183,3,3,2,3,17,22,252,87.34500830156577,1,1,0,49.0
184,9,5,2,2,3,4,297,74.83217766042776,3,1,0,31.0
185,12,4,2,3,1,13,271,73.41714152383855,3,0,0,32.0
186,3,5,2,1,1,6,588,74.58217210453438,1,1,0,18.0
187,1,5,2,2,3,9,451,76.64921171906647,1,1,0,18.0
188,9,3,2,2,1,4,304,98.96851001486937,1,1,0,23.0
189,6,2,2,2,5,7,459,83.28851132879706,1,1,0,18.0
190,12,2,2,2,3,7,461,68.74594719903531,1,1,0,18.0
191,7,2,2,2,2,18,439,95.23577037434092,2,1,0,15.0
192,15,5,1,2,3,18,488,74.78705935248927,1,1,0,23.0
193,6,4,2,2,1,6,400,87.7884706339663,2,1,0,19.0
194,11,2,1,3,5,13,344,79.2897776344123,4,1,1,25.0
195,12,3,2,2,5,10,398,83.65200413436988,1,1,0,18.0
196,11,2,1,2,17,12,530,81.46463541725147,1,1,0,32.0
197,13,2,2,3,2,6,447,81.40924104639944,3,1,0,16.0
198,6,4,2,2,9,5,463,100.0,1,1,0,18.0
199,12,4,2,2,9,16,296,63.894935809171,1,0,0,71.0
200,4,3,2,2,3,18,374,95.6699823413511,4,1,1,15.0
201,14,3,2,2,17,6,360,83.42996258413528,4,1,1,10.0
202,8,6,1,1,26,7,342,85.11090676103197,1,1,0,18.0
203,1,6,2,2,3,2,305,80.76580802013163,2,1,0,10.0
204,6,4,2,3,17,5,546,97.50167745086505,1,0,0,33.0
205,5,5,2,2,2,5,448,81.6934219248708,1,1,0,18.0
206,7,2,2,2,2,6,469,96.64787809678349,1,0,0,18.0
207,3,5,2,2,2,17,328,93.76242227841676,1,1,0,18.0
208,6,3,2,2,2,10,283,79.60701166525342,3,0,0,26.0
209,12,2,2,1,2,7,558,88.25029051007955,1,1,0,18.0
210,12,5,2,2,17,13,392,79.23261503761476,1,1,0,18.0
211,12,4,2,1,17,7,488,89.28848580936105,2,1,0,10.0
212,17,8,2,2,5,17,337,82.19732450964626,2,1,0,10.0
213,12,4,2,1,9,7,279,88.71259095268445,3,1,0,26.0
214,12,5,2,3,1,3,432,85.66540727913036,2,1,0,21.0
215,1,5,2,2,2,19,392,81.66451700843504,2,0,0,10.0
216,16,5,1,2,26,16,445,68.36989951851236,1,1,0,18.0
217,12,4,1,2,1,2,446,81.66189858908128,1,1,0,18.0
218,4,7,1,2,17,5,352,83.32734941275433,2,0,0,19.0
219,1,3,2,3,26,7,437,83.6370776008294,4,1,1,25.0
220,4,7,2,2,26,7,457,78.27414132905808,2,1,0,10.0
221,4,6,2,1,26,18,545,74.55563004320251,2,1,0,24.0
222,7,5,1,2,5,4,251,80.96520333969929,4,0,0,31.0
223,7,4,2,2,17,2,497,90.34895495082792,2,1,0,10.0
224,11,3,2,2,26,18,279,90.67083127504624,3,1,0,31.0
225,8,3,2,2,2,7,575,87.79483156697661,1,1,0,18.0
226,4,7,2,2,3,23,435,83.9896314649217,1,1,0,18.0
227,1,4,2,2,26,23,407,88.57251529259645,2,1,0,10.0
228,5,5,2,2,5,12,357,58.41540996318145,4,0,0,52.0
229,12,3,2,2,1,7,338,89.90603997719671,1,1,0,18.0
230,8,3,2,2,17,12,421,85.62015352318025,3,0,0,24.0
231,1,2,2,2,5,13,372,98.31261807275403,2,1,0,10.0
232,11,2,2,2,26,10,480,83.2135823687479,1,1,0,18.0
233,12,8,2,2,17,12,466,94.22950756078446,1,1,0,23.0
234,9,7,1,1,3,6,374,70.74262320536512,1,0,0,18.0
235,7,2,2,2,26,21,506,86.28236381557375,1,1,0,23.0
236,6,6,1,2,5,23,495,69.00897542800975,1,1,0,18.0
237,2,5,1,2,9,6,460,96.14003394477491,1,1,0,18.0
238,6,2,2,2,2,6,378,71.5134581616385,1,1,0,18.0
239,16,4,2,2,1,22,386,96.92341584702176,1,1,0,18.0
240,14,6,1,2,5,4,335,80.56666073383509,1,1,0,23.0
241,11,4,2,2,17,5,332,76.09583286933113,2,1,0,10.0
242,11,4,2,2,26,6,367,81.25348721136619,1,1,0,27.0
243,9,5,2,2,2,6,329,85.478585943881,1,1,0,18.0
244,8,5,2,2,26,6,456,87.00636413300144,1,1,0,27.0
245,15,4,2,3,17,1,472,85.72077864660007,1,1,0,33.0
246,11,4,2,2,26,22,512,91.60359966132498,1,1,0,18.0
247,4,5,2,2,9,18,276,84.77470669896861,3,1,0,31.0
248,3,1,2,2,2,6,338,77.22622716107536,1,1,0,18.0
249,10,4,2,1,2,7,310,86.42441414131268,1,0,0,18.0
250,4,2,1,3,17,5,468,76.70072507612981,3,1,0,16.0
251,11,1,2,2,1,13,274,86.15041044390203,1,1,0,34.0
252,12,1,2,2,9,6,391,99.7591593866128,4,1,1,10.0
253,6,3,2,3,5,2,596,94.3537166195254,2,0,0,16.0
254,14,3,2,1,26,5,431,82.44197025653835,1,1,0,18.0
255,6,3,2,2,3,17,438,83.20380092089069,2,0,0,10.0
256,4,5,2,2,26,3,269,72.88188390082048,3,1,0,31.0
257,11,2,2,2,26,5,491,87.27905639978992,1,0,0,18.0
258,9,8,2,2,5,9,537,87.43621773621663,1,1,0,18.0
259,14,2,1,2,26,6,389,82.86596793597018,2,1,0,10.0
260,7,2,1,2,9,7,503,86.46517393631521,1,1,0,18.0
261,9,5,1,2,9,18,409,81.27700572690863,4,1,1,15.0
262,8,4,2,2,2,6,391,72.39638763584131,2,0,0,10.0
263,5,4,2,1,17,10,431,90.39329940135056,2,1,0,10.0
264,3,3,2,2,1,7,341,79.29136434416961,4,1,1,10.0
265,9,2,2,2,3,6,482,78.34887742412242,4,1,1,10.0
266,11,5,2,3,26,17,441,88.94735149339324,1,1,0,24.0
267,7,5,2,2,26,19,323,100.0,2,1,0,10.0
268,4,4,1,2,5,6,459,93.68108723871988,1,0,0,18.0
269,17,1,2,2,17,23,443,86.13577035017644,1,1,0,18.0
270,7,5,2,3,9,17,332,85.73415998941587,3,1,0,25.0
271,1,3,2,2,3,1,429,100.0,2,1,0,19.0
272,4,2,2,2,2,7,444,80.27236836337586,3,1,0,10.0
273,11,5,2,2,9,10,364,74.62943014456006,2,1,0,10.0
274,12,5,2,2,17,7,434,92.39692230614472,2,1,0,10.0
275,9,2,2,2,1,12,366,79.22646606364705,1,1,0,23.0
276,5,2,2,1,2,16,515,88.57359482629974,2,1,0,10.0
277,12,7,2,2,1,6,300,72.61665370839913,1,1,0,18.0
278,17,4,2,2,5,8,227,85.98922035829372,1,1,0,34.0
279,11,2,1,3,5,17,353,89.1693065227983,4,1,1,16.0
280,11,1,2,2,26,2,388,92.1426093334742,2,1,0,10.0
281,13,3,2,3,1,12,262,90.25231726162494,1,0,0,45.0
282,4,4,2,2,17,9,477,74.56297200825776,4,1,1,10.0
283,2,1,2,2,3,7,426,80.85267379724806,4,1,1,10.0
284,11,7,2,1,2,13,490,79.24692330662042,1,1,0,18.0
285,7,4,2,2,9,2,467,89.06013710470819,1,1,0,18.0
286,12,4,2,2,17,15,396,100.0,1,1,0,18.0
287,7,2,2,2,17,17,499,89.44647785098583,1,0,0,18.0
288,3,4,2,1,5,2,276,63.915201347106375,2,0,0,54.0
289,4,3,2,2,1,6,457,80.07676105323286,4,1,1,10.0
290,13,3,2,2,26,10,370,72.49619350454661,2,0,0,10.0
291,10,1,2,2,26,6,536,74.76080614158718,2,1,0,10.0
292,4,6,2,2,2,16,420,85.1727915158963,3,1,0,10.0
293,8,3,2,1,5,6,417,90.38524572585612,1,0,0,18.0
294,7,2,2,2,17,10,440,86.8701578152135,2,1,0,10.0
295,9,4,2,2,3,6,430,84.33266926717977,2,1,0,10.0
296,9,3,2,2,5,8,366,87.95414296390639,1,1,0,27.0
297,9,7,2,2,2,18,537,89.02120682352135,4,0,0,24.0
298,5,8,1,2,2,3,511,89.37285052373369,4,1,1,24.0
299,12,5,2,2,5,22,273,94.54964563174728,3,1,0,26.0
300,1,7,2,3,2,7,460,75.24474011388399,3,1,0,16.0
301,6,4,2,3,5,7,580,75.8796174155933,1,1,0,24.0
302,6,3,2,2,9,23,329,79.41871942084377,2,1,0,19.0
303,14,4,2,3,5,19,459,86.1406203834979,4,1,1,16.0
304,15,3,2,2,1,23,330,84.02252910449764,2,1,0,10.0
305,7,2,2,2,5,6,200,71.64491653950391,2,1,0,26.0
306,8,2,2,1,2,22,481,70.14418510580708,1,0,0,18.0
307,6,2,1,2,1,3,296,83.00078398253314,2,1,0,31.0
308,14,7,2,2,2,6,469,83.60904795227964,2,1,0,10.0
309,1,2,2,2,26,6,316,79.51560629961034,2,1,0,10.0
310,8,8,2,2,26,3,538,77.04767270504323,3,1,0,15.0
311,7,4,1,2,1,2,390,73.4716043514556,2,1,0,10.0
312,4,2,2,2,9,6,453,74.74500765128052,4,1,1,10.0
313,4,5,2,2,26,3,359,84.87860286238397,3,1,0,15.0
314,4,3,2,3,5,6,368,93.6559571494704,1,0,0,24.0
315,8,5,2,2,2,1,280,82.71366431863275,2,1,0,35.0
316,8,2,2,2,26,7,450,87.98247232360526,3,1,0,10.0
317,12,1,2,2,26,1,357,78.8563152243436,1,1,0,18.0
318,8,2,2,2,9,2,387,76.342275269315,2,1,0,10.0
319,16,8,1,2,1,1,425,87.79857343467128,2,1,0,10.0
320,1,1,2,2,1,7,398,97.97265119718692,1,1,0,18.0
321,11,1,2,2,17,3,397,75.3580449470951,1,0,0,23.0
322,4,7,2,2,9,17,392,70.564910503979,2,1,0,19.0
323,8,4,2,2,5,5,343,78.05731596590577,2,1,0,10.0
324,10,3,2,2,1,18,398,79.5324702889122,4,1,1,24.0
325,11,2,2,1,2,7,359,85.04471841261486,1,1,0,18.0
326,6,2,2,2,9,12,448,70.00633189522759,1,1,0,23.0
327,6,2,2,2,26,17,388,78.35632045052789,2,1,0,10.0
328,1,4,2,2,2,18,401,92.46276417409756,3,1,0,15.0
329,8,6,2,2,2,5,319,57.9192098115732,4,1,1,47.0
330,11,5,2,2,26,16,380,75.47086605419804,4,1,1,10.0
331,13,6,2,3,9,2,414,89.7349533183301,2,1,0,16.0
332,13,4,2,2,26,15,518,73.39808666537576,4,1,1,10.0
333,2,3,2,2,17,2,368,99.51035145319338,1,1,0,18.0
334,12,3,1,2,2,6,248,90.98293833133462,2,1,0,26.0
335,12,5,2,2,3,1,264,96.3281040833388,4,1,1,26.0
336,7,1,2,2,3,6,349,82.15422787868845,3,1,0,10.0
337,4,5,2,2,5,4,326,77.85099301112426,1,1,0,23.0
338,14,5,2,2,1,4,336,87.43853595609076,2,0,0,15.0
339,8,5,2,2,26,7,460,84.56251664701381,1,1,0,18.0
340,1,2,2,2,26,7,465,82.37142282214309,1,1,0,18.0
341,7,3,1,2,5,20,402,86.53427513284099,2,1,0,10.0
342,7,7,1,2,5,13,420,81.94540855299442,1,1,0,18.0
343,3,3,2,2,5,5,445,73.70813861122417,1,1,0,18.0
344,11,3,2,3,2,6,346,85.54199638773113,1,0,0,24.0
345,2,5,2,3,17,2,287,85.15874168833199,2,1,0,32.0
346,7,4,2,1,26,7,504,74.88998343250431,4,1,1,10.0
347,14,3,2,2,2,23,361,81.78216420209408,2,1,0,10.0
348,11,1,2,1,5,12,359,83.04327342658722,2,1,0,15.0
349,2,3,2,2,26,2,309,90.00803020286422,3,1,0,10.0
350,10,4,2,2,2,5,468,87.76457021025965,3,1,0,10.0
351,16,7,2,2,17,18,312,79.66343223554249,2,1,0,15.0
352,6,7,2,2,2,10,429,86.54132494354033,1,1,0,18.0
353,7,1,2,2,17,15,525,81.43596228498305,3,0,0,10.0
354,1,7,1,2,5,18,362,84.80059931647727,4,1,1,24.0
355,4,4,2,2,17,7,479,97.73486773490826,4,1,1,10.0
356,2,4,2,3,26,7,379,73.55771888910797,3,1,0,25.0
357,7,1,2,2,5,17,314,72.22232378523167,4,1,1,10.0
358,10,7,2,2,26,7,415,79.9696135696746,3,1,0,10.0
359,3,5,2,1,3,2,459,80.15658664977536,2,1,0,10.0
360,7,4,1,3,9,6,404,85.07027157754041,2,1,0,16.0
361,7,2,1,2,17,5,318,95.87585700628004,1,1,0,18.0
362,1,6,2,2,9,2,548,74.96473177591855,1,1,0,18.0
363,7,4,2,2,9,7,405,83.85566399978414,3,1,0,10.0
364,4,4,2,3,17,12,493,72.70812629711405,1,0,0,29.0
365,12,7,2,2,5,7,382,65.95435688523887,3,0,0,10.0
366,9,2,1,2,3,12,364,92.5220374263937,4,0,0,15.0
367,4,2,2,2,26,10,200,86.57514567971857,2,1,0,26.0
368,2,3,1,3,2,10,344,83.7369401216541,3,1,0,16.0
369,3,1,2,3,26,3,500,75.87603293830595,1,0,0,29.0
370,9,3,2,2,2,16,437,87.20780428497055,1,0,0,18.0
371,14,3,1,2,26,2,541,68.21048696978174,4,1,1,10.0
372,11,5,2,2,17,1,439,81.6677008380414,1,1,0,18.0
373,12,5,2,2,3,18,361,83.83423959637754,3,1,0,15.0
374,2,6,2,2,2,6,419,91.36960510884876,2,1,0,10.0
375,1,5,2,2,1,16,322,85.83858402287999,1,1,0,27.0
376,12,2,2,3,5,2,503,81.03826828319323,3,0,0,16.0
377,8,5,2,2,26,6,454,62.12375141793876,1,0,0,46.0
378,8,6,2,2,26,3,620,68.05889190725813,1,1,0,32.0
379,5,3,2,3,2,8,376,100.0,1,1,0,24.0
380,7,7,2,2,5,17,348,85.19172747371363,3,1,0,10.0
381,13,4,2,3,5,6,262,93.81268234957204,1,0,0,40.0
382,6,7,2,2,17,2,355,96.71827145992164,1,1,0,27.0
383,5,3,2,2,1,2,432,88.88719606279416,2,1,0,10.0
384,3,1,2,2,17,10,477,87.25176991588563,1,0,0,18.0
385,12,5,2,2,17,6,253,92.64086110338292,1,1,0,34.0
386,8,3,1,2,17,7,417,76.31604496636696,1,0,0,18.0
387,12,4,2,2,17,7,383,89.46771512447465,3,1,0,19.0
388,9,5,2,2,17,6,321,65.24582540428042,3,1,0,10.0
389,3,4,2,2,3,6,419,89.20844580571135,2,1,0,10.0
390,3,4,2,2,5,2,449,93.99689064243265,2,1,0,10.0
391,2,3,2,2,17,5,360,94.90750998644978,4,1,1,10.0
392,1,2,2,2,5,22,390,72.80686941135077,2,1,0,10.0
393,8,5,1,3,5,17,554,82.70170895166031,2,1,0,16.0
394,3,6,2,2,9,5,318,73.93208756174836,1,1,0,18.0
395,3,2,1,2,3,18,354,84.25322967253008,4,0,0,15.0
396,1,8,2,3,17,14,513,85.12971487298337,4,1,1,30.0
397,12,6,2,3,26,5,555,76.0074299155889,4,0,0,16.0
398,6,2,2,2,2,5,374,69.80287660619568,1,0,0,18.0
399,9,5,2,2,1,12,500,95.61703600657955,2,1,0,15.0
400,8,7,2,2,26,15,371,88.92636633152253,2,1,0,10.0
401,2,6,2,2,3,15,469,76.47250162238835,2,1,0,10.0
402,1,1,2,2,2,6,466,99.13748226269988,2,1,0,10.0
403,14,7,2,3,3,8,500,82.12002209343713,2,1,0,16.0
404,1,5,1,3,5,22,286,96.62217619456402,4,1,1,32.0
405,9,4,2,2,2,9,450,78.08713562971668,2,1,0,10.0
406,9,3,2,2,5,7,435,85.7746409826468,2,0,0,10.0
407,3,6,1,2,26,5,625,100.0,1,1,0,27.0
